,Name,Pikeman,Halberdier,Archer,Marksman,Griffin,Royal Griffin,Swordsman,Crusader,Monk,Zealot,Cavalier,Champion,Angel,Archangel,Centaur,Centaur Captain,Dwarf,Battle Dwarf,Wood Elf,Grand Elf,Pegasus,Silver Pegasus,Dendroid Guard,Dendroid Soldier,Unicorn,War Unicorn,Green Dragon,Gold Dragon,Gremlin,Master Gremlin,Stone Gargoyle,Obsidian Gargoyle,Stone Golem,Iron Golem,Mage,Arch Mage,Genie,Master Genie,Naga,Naga Queen,Giant,Titan,Imp,Familiar,Gog,Magog,Hell Hound,Cerberus,Demon,Horned Demon,Pit Fiend,Pit Lord,Efreet,Efreet Sultan,Devil,Arch Devil,Skeleton,Skeleton Warrior,Walking Dead,Zombie,Wight,Wraith,Vampire,Vampire Lord,Lich,Power Lich,Black Knight,Dread Knight,Bone Dragon,Ghost Dragon,Troglodyte,Infernal Troglodyte,Harpy,Harpy Hag,Beholder,Evil Eye,Medusa,Medusa Queen,Minotaur,Minotaur King,Manticore,Scorpicore,Red Dragon,Black Dragon,Goblin,Hobgoblin,Wolf Rider,Wolf Raider,Orc,Orc Chieftain,Ogre,Ogre Mage,Roc,Thunderbird,Cyclops,Cyclops King,Behemoth,Ancient Behemoth,Gnoll,Gnoll Marauder,Lizardman,Lizard Warrior,Serpent Fly,Dragon Fly,Basilisk,Greater Basilisk,Gorgon,Mighty Gorgon,Wyvern,Wyvern Monarch,Hydra,Chaos Hydra,Pixie,Sprite,Air Elemental,Storm Elemental,Water Elemental,Ice Elemental,Fire Elemental,Energy Elemental,Earth Elemental,Magma Elemental,Psychic Elemental,Magic Elemental,Firebird,Phoenix,Peasant,Halfling,Rogue,Boar,Mummy,Nomad,Sharpshooter,Troll,Gold Golem,Diamond Golem,Enchanter,Faerie Dragon,Rust Dragon,Crystal Dragon,Azure Dragon
0,Pikeman,1.0,1.1904761904761905,1.575,2.6173541963015645,2.723041117145074,2.8354430379746836,4.6161825726141075,6.288770053475936,8.599290780141844,10.121457489878543,14.686792452830188,16.166281755196305,39.18032786885246,64.52941176470588,1.0060362173038229,1.15,1.822985468956407,1.9174311926605505,3.0193548387096776,4.708392603129445,3.837037037037037,3.93491124260355,6.902536715620828,7.676864244741874,14.564516129032258,16.11111111111111,32.91891891891892,53.63013698630137,0.5238095238095238,0.8870967741935484,1.5096065873741995,1.5654205607476634,2.913752913752914,3.379819524200164,7.3076923076923075,7.94392523364486,7.251845775225595,7.279752704791345,21.2882787750792,26.05504587155963,31.37552742616034,87.41258741258741,0.5319148936170213,0.5612722170252572,1.9875,2.1818181818181817,2.7803738317757007,4.0040858018386105,4.645093945720251,4.953560371517028,8.112407211028632,8.105960264900663,13.53322528363047,15.135135135135135,41.23686337914309,60.45029736618522,0.7761966364812419,0.8415841584158416,1.3649025069637883,1.702127659574468,2.1176470588235294,2.1140939597315436,5.336538461538462,10.038461538461538,9.647326507394768,10.910010111223459,19.324074074074073,22.055555555555557,25.62783661119516,33.93063583815029,0.6820809248554913,0.7992388201712655,1.4,1.9833333333333334,4.023952095808383,4.170454545454546,5.875,6.490438695163105,8.835978835978835,9.417989417989418,11.773211567732115,13.035274815422477,34.047791455467056,54.10049627791563,0.5958291956305859,0.6190476190476191,1.3457556935817805,1.8125,2.4615384615384617,2.8135990621336457,5.232704402515723,6.524271844660194,8.356387306753458,8.640625,17.016129032258064,18.0375,29.22365988909427,43.436619718309856,0.8562691131498471,0.910010111223458,1.75,2.5120772946859904,2.1368948247078463,2.3486238532110093,4.889282550930027,5.409090909090909,9.213250517598343,10.0,10.688836104513063,12.351505288852726,38.721804511278194,49.50751252086811,0.4568106312292359,0.7370054305663305,2.991596638655462,4.153846153846154,3.244078269824923,4.245810055865922,3.549382716049383,3.7007874015748032,4.203821656050955,5.125523012552302,14.968609865470851,17.868561278863233,26.436046511627907,31.792809839167454,0.17985611510791366,1.0932944606413995,1.3235294117647058,1.45,3.5526315789473686,2.877397831526272,7.099514563106796,6.513994910941475,6.172839506172839,8.115183246073299,13.988439306358382,42.90096406660824,118.00446428571429,158.36553945249597,203.78650814163868
1,Halberdier,0.84,1.0,1.0570469798657718,2.2411693057247257,2.3828920570264764,2.4792473713337024,3.9450354609929077,5.459610027855153,7.174556213017752,8.690614136732329,12.811059907834101,14.084507042253522,33.88926401080351,54.20630018529957,0.8703220191470844,0.990667623833453,1.5753424657534247,1.6353677621283256,2.5913621262458473,4.0316686967113275,3.3592736705577173,3.450064850843061,5.949367088607595,6.496763754045308,12.446588559614058,13.781398506449422,28.608338226658837,45.59555320275278,0.42267050912584053,0.6962025316455697,1.3231756214915797,1.3710777626193724,2.522704339051463,2.9055007052186177,5.925155925155925,6.841046277665996,6.38728323699422,6.377792823290454,17.98394290811775,22.77465918203689,27.378497790868924,74.47864945382324,0.43782837127845886,0.4827031375703942,1.3216957605985038,1.8561484918793503,2.4351978171896316,3.496877787689563,3.938053097345133,4.336043360433604,7.083333333333333,7.095652173913043,11.860795454545455,13.266331658291458,35.325484764542935,51.07681263460158,0.6329113924050633,0.7089241034195163,1.1722488038277512,1.4414414414414414,1.8090452261306533,1.857311320754717,4.663865546218488,8.1139896373057,8.297455968688846,9.382608695652173,15.786686838124055,18.018154311649017,22.363036303630363,28.93407270486753,0.5514018691588785,0.6572769953051644,1.2106918238993711,1.733430444282593,3.3168805528134255,3.594515181194907,4.863593603010348,5.936213991769547,7.74582560296846,8.215384615384615,10.258620689655173,11.20592383638928,29.6095717884131,46.21621621621622,0.4914004914004914,0.5309734513274337,1.1680143755615453,1.5797665369649805,1.6298811544991512,2.197802197802198,4.3881856540084385,5.5721393034825875,7.2992181947405825,7.564979480164158,14.635838150289016,15.482832618025752,25.438455349959774,37.56394640682095,0.7017543859649122,0.7640067911714771,1.202290076335878,1.9070904645476772,1.8618181818181818,2.1087314662273475,4.110201042442293,4.678899082568807,7.834507042253521,8.675105485232068,9.303928325292901,10.72791519434629,29.261363636363637,42.57717157214645,0.3968253968253968,0.6354515050167224,2.621502209131075,3.573529411764706,2.772887323943662,3.664416586306654,3.0997304582210243,3.228021978021978,3.579175704989154,4.483074107959744,12.988326848249027,15.548686244204019,23.02278481012658,27.567678424938475,0.15,0.8152173913043478,1.149914821124361,1.2532411408815902,2.4816176470588234,2.512745812090313,5.566127497621313,5.746352413019079,5.2493438320209975,6.913470115967886,11.956521739130435,36.922496699981146,98.85190725504862,141.96319018404907,182.55383190553368
2,Archer,0.6349206349206349,0.946031746031746,1.0,1.5593220338983051,2.9923273657289005,3.0917874396135265,3.8263112639724848,5.36007292616226,4.845154845154845,5.091649694501018,15.655671761866452,17.0316301703163,40.60679611650485,77.59504862953139,1.0330578512396693,1.1927398444252377,1.0352588147036759,1.6950527169505272,1.8855761482675262,2.7108927108927108,4.088397790055248,5.014137606032045,3.5314207650273226,5.098412698412698,15.29212531752752,17.174280879864636,34.189473684210526,65.2994692949204,0.291005291005291,0.5034324942791762,1.4878268710550044,1.743278404163053,1.6711229946524064,3.0495928941524797,3.7773359840954273,4.268675455116133,7.360532889258951,7.359375,15.284306292645944,25.1105216622458,31.37552742616034,52.48425472358293,0.3837298541826554,0.5597014925373134,1.2619047619047619,1.4277215942891137,3.0025231286795626,4.113326337880378,3.7552742616033754,4.646660212971926,6.935630099728015,8.242424242424242,14.212765957446809,19.764705882352942,40.971887550200805,73.57807652533609,0.4140786749482402,0.6424792139077853,0.7452471482889734,1.1951447245564892,1.7487855655794586,2.2892441860465116,4.465004022526147,11.792168674698795,5.370487650411653,6.4727054589082185,19.486461251167132,21.753424657534246,26.572549019607845,43.20147194112236,0.34685479129923574,0.5936395759717314,1.331028522039758,2.078602620087336,2.338204592901879,2.4713804713804715,3.1854590264941467,3.859531772575251,7.529305680793508,9.612961296129614,12.42570281124498,13.639484978540773,35.379984951091046,66.42041127189643,0.44543429844098,0.6336311941510967,1.3874066168623265,1.7621527777777777,1.5238095238095237,1.9591836734693877,3.0014430014430014,5.503685503685504,8.815450643776824,9.178423236514522,10.683544303797468,11.177381874515879,30.200573065902578,46.34109691960931,0.42328042328042326,0.6701414743112435,1.2537313432835822,1.7391304347826086,2.355105795768169,3.0880579010856453,3.9176721078779275,5.744167337087691,7.77292576419214,10.753138075313808,11.240632805995004,12.7455919395466,28.046289993192648,51.43972246313964,0.4375497215592681,0.6221349050425671,3.227561196736174,2.8980322003577816,2.8251121076233185,3.1587697423108896,3.4534534534534536,4.037800687285223,2.9177718832891246,4.794520547945205,14.915102770330652,17.435008665511265,32.973168963016676,39.55856386109476,0.056032872618602916,0.5882352941176471,1.1240632805995003,1.384909264565425,2.588686481303931,3.19740500463392,4.8668885191347755,6.572528883183569,5.208333333333333,6.629597946963217,6.467129877071085,53.58511220580186,140.82578582844965,203.71828068358363,260.7308201058201
3,Marksman,0.38206521739130433,0.44619565217391305,0.6413043478260869,1.0,1.9076086956521738,2.7053140096618358,1.8689626207475851,2.6630434782608696,2.766685681688534,3.692762186115214,13.627450980392156,14.675052410901468,34.90264255910987,77.59504862953139,0.5175983436853002,1.0199556541019956,0.6615532118887824,0.8788898233809924,1.2717391304347827,2.004845548152635,3.5238095238095237,5.004703668861712,2.1869712351945854,3.030188679245283,13.08695652173913,14.710144927536232,29.349397590361445,65.34901365705615,0.15304347826086956,0.2975653742110009,0.919732441471572,1.5378729915837797,1.0683760683760684,1.6214088941361668,2.1706016755521707,3.065825067628494,6.151704940848991,6.152841280209014,6.679920477137177,20.37302725968436,26.238532110091743,36.87315634218289,0.17117425539198905,0.46985121378230227,0.8242612752721618,0.8695652173913043,2.6134699853587118,3.4295713035870516,1.802349129202106,2.608695652173913,3.959627329192547,6.923076923076923,12.154294032023289,19.743589743589745,34.14323962516733,73.50206611570248,0.23771790808240886,0.29149519890260633,0.46957355055103017,0.7301768397033657,0.846489754786698,1.9848771266540643,2.3202341137123748,8.847457627118644,3.8405797101449277,4.691304347826087,16.885113268608414,18.8300395256917,22.677376171352076,43.20147194112236,0.1940151266030911,0.26666666666666666,0.697463768115942,1.7512877115526122,1.4267515923566878,1.7484516436398285,1.847088245802072,2.613224637681159,4.125494071146245,8.097043214556482,10.72072072072072,11.615497076023392,30.29639175257732,66.47103658536585,0.2019522046449007,0.5360824742268041,0.635386119257087,1.4295774647887325,0.9912235415591121,1.1684518013631937,1.7427733556765814,2.73838630806846,7.607407407407408,7.855113636363637,6.880434782608695,8.052455357142858,14.320652173913043,40.98338870431893,0.2517985611510791,0.2976190476190476,0.8197787898503578,1.0406937958639093,2.071197411003236,3.0917874396135265,1.861092380310182,5.0070126227208975,3.8932633420822396,5.556756756756757,9.684361549497847,10.78125,12.402167369054787,44.129464285714285,0.35900783289817234,0.4754754754754755,2.814229249011858,2.0672054444917056,1.445617255621845,2.0159151193633953,1.875,3.5552193645990924,1.7322834645669292,2.6630434782608696,12.418154761904763,14.24929178470255,32.99709724238026,39.51205173427395,0.031354515050167224,0.32608695652173914,0.6114130434782609,0.7880434782608695,1.3274336283185841,2.8371710526315788,3.6746231155778895,5.467164975974373,2.608695652173913,3.2264779350541217,4.7395221308264786,53.54115395132622,140.90085287846483,203.6128364389234,260.7308201058201
4,Griffin,0.36723646723646725,0.41965811965811967,0.33418803418803417,0.5242165242165242,1.0,1.055607917059378,1.656122069222181,2.197309417040359,1.5304512464499842,2.913752913752914,5.51118663268196,6.053617757278754,14.619866006408389,23.161784111902875,0.361794500723589,0.4222766217870257,0.6858846918489065,0.6950448952444297,0.7407407407407407,1.1577474641483037,1.4313346228239845,1.465564738292011,2.56575682382134,2.800837111963725,5.381406436233611,5.989967542047801,12.306137913614549,19.583901773533423,0.18620397799407531,0.1653306613226453,0.5531344284277573,0.5836236933797909,1.0955302366345312,1.2298507462686568,1.5655039824224115,2.3448275862068964,2.7124884934028843,2.7178303519907674,6.859476012249064,9.847434119278779,11.788205453392518,26.90100430416069,0.18456995201181248,0.20725388601036268,0.4238869634764063,0.5161290322580645,1.0235091743119267,1.49561236169401,1.6629297458893872,1.8202502844141069,2.9434397845325124,3.0244625648628616,5.114854517611026,5.651376146788991,15.277029050613956,21.91928527418361,0.27919962773382967,0.2942194530979578,0.5093555093555093,0.6240858117991224,0.7558488302339532,0.7869098176367724,1.86054307743882,3.7003780718336485,2.415954415954416,3.0139664804469275,6.996312437143815,7.98524974857526,9.652421652421653,12.743554952510177,0.2433993399339934,0.27750247770069375,0.5060795267827801,0.7382133995037221,0.9515717926932881,1.2642094385118843,1.407185628742515,1.934294334562521,3.2264296754250386,3.5224274406332454,4.413694721825963,4.829787234042553,12.721861471861471,19.94283100846101,0.20847810979847117,0.22941176470588234,0.47410649161196206,0.6552614590058102,0.5059288537549407,0.5758157389635317,1.8969448244414044,2.3496503496503496,3.1320524550167734,3.2529411764705882,4.007597340930674,5.091743119266055,11.028950122078829,16.968363136176066,0.3076923076923077,0.3181336161187699,0.40488431876606684,0.5327868852459017,0.7995003123048094,0.8929194279734914,1.7239225484072456,2.0095693779904304,3.3060921248142643,3.803181650018498,3.982300884955752,4.613981762917933,12.439613526570048,18.396401985111662,0.16943930991990142,0.2740911713791114,1.1138923654568211,1.1911764705882353,1.167531504818384,1.0826210826210827,1.3053348467650396,1.3868397757450575,1.5500234852043213,1.8773946360153257,5.615746971736205,6.7201068804275215,9.895538628944506,11.923008692566968,0.06705409029950828,0.1899696048632219,0.4610655737704918,0.524602026049204,1.1161637040099215,1.0737628384687208,1.7095265926358854,2.4311490978157644,2.223045572434235,2.920120572720422,3.954248366013072,16.009811937857727,43.346999016070846,64.97852659398744,83.97592927894344
5,Royal Griffin,0.35267857142857145,0.40334821428571427,0.3234375,0.36964285714285716,0.9473214285714285,1.0,1.5978456014362656,2.0171526586620927,1.4670296430732002,2.0452686119443686,5.110294117647059,5.726752113444232,14.114173228346457,22.308083375699034,0.3401360544217687,0.38731406118439515,0.6615532118887824,0.6688,0.5444392740809679,0.6251180358829084,1.3074204946996466,1.4077798359354325,2.4784276126558007,2.692823608316566,5.0,5.686274509803922,11.900341963849536,18.904741000877962,0.18018018018018017,0.16038882138517618,0.5273250239693192,0.5534140969162996,1.0683760683760684,1.1866359447004609,1.4968487394957983,1.710261569416499,2.4480753253946275,2.6188490408673895,6.651270207852194,7.864857380227084,10.622857142857143,26.05071205279611,0.1773049645390071,0.1859888406695598,0.4092664092664093,0.4160887656033287,0.9375,1.2393297502371166,1.6018718502519798,1.7191977077363896,2.739971346704871,2.740707568293775,4.839177050130397,5.46583850931677,14.7513013302487,21.081481481481482,0.2682163611980331,0.2834278092697566,0.49147442326980945,0.6017865538316878,0.728744939271255,0.7281553398058253,1.655727923627685,3.370641411967284,1.6643768400392542,1.9714964370546317,6.427471512165075,7.464744594171107,9.066095798769066,12.331932773109244,0.23543495610534718,0.2684563758389262,0.4815509693558474,0.6640625,0.9076175040518638,0.9532467532467532,1.3576680672268908,1.538256464942682,3.002517080186983,3.1995206710605153,4.088266384778013,4.729166666666667,12.29281045751634,19.23042998897464,0.20147750167897918,0.2079445481205012,0.44642857142857145,0.545259199570239,0.4897959183673469,0.5561993047508691,1.8213660245183887,2.2535211267605635,2.8929577464788734,3.153692614770459,3.232890704800817,3.4137686302342085,10.374015748031496,16.4436150359904,0.29645314981471677,0.3068530514831231,0.391425908667288,0.5134957208689928,0.7685379765836086,0.8666215301286392,1.6712079927338783,1.8463925523661753,3.1797070382279387,3.6007005253940454,3.692560175054705,4.443793911007026,12.03622553315805,15.752988047808765,0.14872904272579773,0.23561507936507936,1.0336817653890824,0.8385093167701864,1.1384170581857607,0.9080047789725209,1.2295081967213115,1.2866137421297563,1.4965986394557824,1.7772941603191876,4.6399777592438145,6.196489066830921,9.552521008403362,11.581940375667758,0.06496318752706799,0.1822600243013366,0.43241511851377323,0.49793956043956045,1.077414205905826,0.993663594470046,1.3058035714285714,2.1671957671957673,2.146690518783542,2.8253736784542474,3.177521008403361,15.489280911320307,41.96380377837752,64.22530612244898,83.07343799388894
6,Swordsman,0.21662921348314607,0.25348314606741573,0.26134831460674157,0.5350561797752809,0.6038202247191011,0.6258426966292134,1.0,1.3639526791927628,1.5569823434991974,2.0204741379310347,3.230411686586985,3.5708212888964463,8.663904712584154,13.721075672295184,0.22376370552696354,0.2525622254758419,0.40504842970355154,0.41641761307033276,0.6030927835051546,0.9194444444444444,0.840772601850349,0.8790482485128883,1.5300384729209826,1.673614005835765,3.182939725061685,3.509075194468453,7.285778375953342,11.653362197266945,0.10986267166042447,0.1694915254237288,0.33340068700747627,0.34631288766368024,0.6622516556291391,0.745431518002533,1.2655417406749556,1.591760299625468,1.5813953488372092,1.5792120704107293,4.5303370786516854,5.8053965658217495,6.9979296066252585,18.509378084896348,0.11235955056179775,0.12325390304026294,0.3266228430566968,0.44493882091212456,0.5956949774737194,0.8703374777975134,1.0061044539905042,1.0973936899862826,1.765927977839335,1.7675090252707581,3.0177087097940007,3.3704176545686666,9.012367491166078,12.955207574654041,0.16348773841961853,0.17767558528428093,0.30126037503842606,0.368133448375036,0.45307443365695793,0.46812304948729383,1.1738578680203047,2.032710280373832,1.90990990990991,2.17102615694165,4.034409433597526,4.604678136477866,5.693160813308688,7.472947167409293,0.1433778857837181,0.1692524682651622,0.3076923076923077,0.43870967741935485,0.755056179775281,0.8540842448219688,1.1915187831297533,1.4239881539980257,1.9432161973469864,2.0705699883675845,2.599563098638884,2.856886012225818,7.532842037808395,11.844356919733805,0.12690355329949238,0.13679410733076114,0.29213483146067415,0.39242219215155616,0.39384615384615385,0.5136986301369864,1.089861147498035,1.3711487451540503,1.8326195574589579,1.9301919720767888,3.456183456183456,3.7028483448806773,6.870925684485006,10.662057044079516,0.18052869116698905,0.19736842105263158,0.3005725190839695,0.46748576565777644,0.4794007490636704,0.5382674516400336,1.041705982260804,1.1668573296290243,1.982182628062361,2.365393465255407,2.3388773388773387,2.6886291179596173,7.715355805243446,10.826944140197153,0.10091743119266056,0.16269909231032711,0.6599925843529848,0.8502449265220434,0.7190139237616983,0.887228578099463,0.7719847840680242,0.7916456122620852,0.917686318131257,1.1256604640477832,3.297767239675953,3.9481946624803768,5.849736266563746,7.103149439864722,0.03937007874015748,0.19830777366472765,0.28638099278744167,0.31798245614035087,0.6303992528601448,0.6265891754449692,1.263498920086393,1.4054350809772165,1.3280212483399734,1.743924392439244,2.8720626631853787,9.475416182733255,26.181656101426306,40.81975718584622,53.04069963000337
7,Crusader,0.15901360544217688,0.18316326530612245,0.18656462585034014,0.37551020408163266,0.45510204081632655,0.4957482993197279,0.7331632653061224,1.0,0.8459794174079889,1.5736466638690727,2.6152398871119473,2.8921636138272966,7.051137960101152,10.874845105328376,0.17006802721088435,0.20529604284439154,0.2977346278317152,0.3017179154034936,0.3979591836734694,0.7383448583537809,0.6745670009115771,0.7010146264329952,1.1486336369695622,1.2503892868265338,2.670807453416149,2.876984126984127,5.931336742147553,9.263282426328242,0.08119579258165713,0.09489575844716032,0.24947081947384336,0.27417814759241577,0.4833720030935808,0.5371577574967406,0.8044030482641829,1.2359142130134497,1.3055678629449121,1.307970008331019,2.6926672899692803,4.246411483253588,5.805746408494691,14.321176245942333,0.0801667468334135,0.1014370245139476,0.23327464788732394,0.3139717425431711,0.47619047619047616,0.6121174266083698,0.7191338073691015,0.8163265306122449,1.269498838367076,1.455410225921522,2.4715110256030783,2.7827134467700647,6.44146988256093,9.064849025353547,0.12084592145015106,0.12780033077732672,0.2222222222222222,0.27061310782241016,0.3281677301731996,0.37433155080213903,0.7865646258503401,1.2209574302198658,1.4421768707482994,1.7070083847492485,3.2092880209134247,3.6422018348623855,4.656404617921935,5.915847820609725,0.10632546404757615,0.12158054711246201,0.23026315789473684,0.3084499740798341,0.4799314383659477,0.6592419615591881,0.6483571607725107,0.9812925170068028,1.4200680272108843,1.7052530736068976,2.110216887191379,2.349896480331263,6.130378096479792,9.398642095053347,0.09136592051164916,0.11169984247458113,0.22108843537414966,0.3287981859410431,0.28152492668621704,0.3125406954030473,0.7986177769245536,0.9879447221405468,1.470714592581985,1.5356845320744237,2.691326530612245,2.9323308270676693,5.377551020408164,8.564287697861705,0.132858837485172,0.13801564177273423,0.21494370522006143,0.2871341800110436,0.37858621709553386,0.42945814460660964,0.7625362619146291,0.9583892617449664,1.4547237659365806,1.748299319727891,1.900337837837838,2.185430463576159,4.827182190978324,7.596055327868853,0.08457634937721052,0.12400469912544054,0.5236834363047955,0.6608648354636932,0.5163934426229508,0.6462585034013606,0.5867346938775511,0.6254158349966733,0.6708680626143525,0.8771929824561403,2.3774928774928776,2.866096866096866,4.740902929830049,5.732685090412828,0.02926258291065158,0.11276499774470004,0.20871985157699444,0.23770491803278687,0.4508265152780097,0.4940569955606473,1.1289077576225395,1.1540628874112475,0.974817221770918,1.2742518908253864,2.278290340802109,7.369490759908164,19.979591836734695,32.78713118853142,42.73905030355594
8,Monk,0.11628865979381443,0.13938144329896907,0.2063917525773196,0.3614432989690722,0.6534020618556701,0.6816494845360824,0.6422680412371135,1.182061855670103,1.0,1.1927480916030535,3.587758112094395,3.886729594669628,9.188941779567925,17.580128205128204,0.22680880018144703,0.26013195098963243,0.2023757149142103,0.26319103387482684,0.4254545454545455,0.6219466366027809,0.892334194659776,1.1587889348725768,0.7317763623496107,0.9774802191113816,3.463751438434983,3.8933640199462984,7.774054571565342,15.073503675183758,0.04921149759534728,0.10080953108293875,0.3127962085308057,0.3757711721817162,0.33824922202678936,0.5663230240549828,0.7233502538071066,0.984081041968162,1.6783747864059237,1.679144385026738,2.7711340206185566,5.676594043573855,7.163776493256262,12.04045593193129,0.06545359340227778,0.12335526315789473,0.26381284221005474,0.3191489361702128,0.6470908102229472,0.8868778280542986,0.5724208901466427,1.0111649462818622,1.5358361774744027,1.8807621389059619,3.2700215390640297,4.8,9.086213038831493,16.764844486333647,0.07505629221916438,0.10309278350515463,0.14464944649446496,0.216618717211034,0.30563978168587025,0.49149633328132314,0.9392452191572178,2.1853195646106616,1.2730821198018316,1.521218102354434,4.371596145789694,4.822838631301883,6.074950690335306,9.930217805032777,0.06238764936026224,0.09897490279250619,0.28076572470373745,0.44155844155844154,0.4948453608247423,0.5557238037552998,0.6270466949666464,0.8918083462132921,1.6777175005023106,2.1858370855505527,2.860048068034757,3.0836405977100716,8.018417462482947,15.449069973427813,0.06506886454831363,0.1388888888888889,0.29639762881896947,0.37309318140047787,0.3159453677801547,0.41237113402061853,0.5424436041204851,0.9237113402061856,2.00507614213198,2.072325276372494,2.550876485996373,2.6771799628942485,6.9801324503311255,11.000535045478866,0.07963594994311718,0.11247188202949263,0.2597938144329897,0.36757775683317623,0.5175899716942984,0.7158836689038032,0.6312900274473925,1.3200221852468108,1.2547582123220076,2.555942317255097,2.574370709382151,2.8777251184834123,4.996967859308672,11.509800116437027,0.09743135518157661,0.13452279807419995,0.7131410256410257,0.6572008113590264,0.5249125145809032,0.718336483931947,0.7397084048027445,0.8909952606635071,0.5383360522022839,1.058543961978829,3.3922764227642275,3.9396906207166635,7.832902670111973,9.41580274586719,0.01083501878069922,0.11563367252543941,0.23564321871181707,0.2931661949049737,0.3907380607814761,0.7006498781478473,1.1709367493995195,1.4283721579020785,0.8532423208191127,1.2291831879460746,1.5708165649746852,12.568200783105462,32.53692762186115,54.12493120528343,69.70031824611033
9,Zealot,0.0988,0.11506666666666666,0.1964,0.2708,0.3432,0.48893333333333333,0.49493333333333334,0.6354666666666666,0.8384,1.0,1.9219753086419753,2.826379542395693,6.765974656241575,12.197359277275886,0.11257458065968705,0.1936842105263158,0.17317103777136403,0.21233363811845982,0.33172667989793025,0.49037037037037035,0.6462075848303394,0.7828134196586227,0.6284186216117661,0.8129175946547884,2.0997558423439133,2.7758785724053054,5.70759137769447,10.427360774818402,0.043358297201419,0.09202453987730061,0.17921146953405018,0.2729124236252546,0.2879189220315559,0.39410751865314714,0.6608695652173913,0.8846103811630025,0.9066666666666666,1.2358960902650222,1.9063829787234043,2.704761904761905,4.310724637681159,11.242692250037475,0.04709871891484552,0.06666666666666667,0.2502360717658168,0.25698682942499196,0.35259259259259257,0.6384364820846905,0.4699545886577252,0.5619292905642707,0.8337874659400545,0.9461235216819974,2.3904952762668192,3.15358361774744,6.692469168197324,11.457326892109501,0.06581834137779728,0.07667328161645319,0.12463436347450083,0.18040873854827344,0.21417644059153493,0.2896551724137931,0.4948729380294249,1.4097947425279078,0.9552776839022192,1.3078787878787879,2.5296969696969698,3.493180818301804,4.469067405355494,6.678993030863319,0.05533152021007221,0.07193628500471011,0.15946981464222842,0.3254478326268289,0.41796243313845005,0.48933333333333334,0.5340909090909091,0.6838923788076331,0.9112736003492306,1.615733736762481,1.5279012345679013,2.208478109798471,5.896664158515175,10.630180399804972,0.05505597357313269,0.07298587068400861,0.1483002509696555,0.28178789561354806,0.2979053529868115,0.35288928098808997,0.4658454647256439,0.6791308741788782,1.1653239532508795,1.495605138607167,2.0006321112515804,2.5130616509926855,3.5548060708263067,8.206492815327302,0.07037828327259017,0.07984386089425125,0.24268104776579352,0.32,0.3766921718658034,0.48558421851289835,0.49582322824036645,0.777185152933493,1.0045146726862302,1.3257673458859944,1.5,2.0926385442514475,3.4433765148349353,6.8765217391304345,0.05238095238095238,0.10543840177580466,0.4173016059078654,0.6098632199774124,0.3625273334100587,0.5885085953229053,0.4161640530759952,0.6341068537506745,0.4437869822485207,0.5881646861121114,1.8544444444444443,2.915519489928996,5.374704491725768,6.473080997784841,0.010183299389002037,0.103892505887242,0.12808349146110057,0.16705069124423963,0.3126447429365447,0.41818181818181815,1.085343228200371,0.8533333333333334,0.6812762575224254,0.8650519031141869,1.4781333984852187,8.52453306630676,22.465578786333502,37.33320679510297,48.40383080606544
